input 1: successful attacks = 1, inputs = [['36']], input deviations = [['19.971601864762302']], output change = ['15.430289229615653'], times = [0.0012507438659667969], max_time = 0.0012507438659667969
input 87: successful attacks = 1, inputs = [['36']], input deviations = [['19.979064567564446']], output change = ['15.436054999605005'], times = [0.0011990070343017578], max_time = 0.0011990070343017578
input 88: successful attacks = 1, inputs = [['36']], input deviations = [['19.97932981593402']], output change = ['15.436259933545074'], times = [0.0011892318725585938], max_time = 0.0011892318725585938
input 89: successful attacks = 1, inputs = [['36']], input deviations = [['19.980143039656316']], output change = ['15.43688823954318'], times = [0.0011987686157226562], max_time = 0.0011987686157226562
input 90: successful attacks = 1, inputs = [['36']], input deviations = [['19.979810232543304']], output change = ['15.436631108941071'], times = [0.0011534690856933594], max_time = 0.0011534690856933594
input 91: successful attacks = 1, inputs = [['36']], input deviations = [['19.978235433852273']], output change = ['15.435414401365847'], times = [0.0011568069458007812], max_time = 0.0011568069458007812
input 92: successful attacks = 1, inputs = [['36']], input deviations = [['19.978781028108386']], output change = ['15.43583593376124'], times = [0.0012133121490478516], max_time = 0.0012133121490478516
input 93: successful attacks = 1, inputs = [['36']], input deviations = [['19.97817908175062']], output change = ['15.435370863084103'], times = [0.0011932849884033203], max_time = 0.0011932849884033203
input 94: successful attacks = 1, inputs = [['36']], input deviations = [['19.97781790905808']], output change = ['15.435091816909278'], times = [0.0012276172637939453], max_time = 0.0012276172637939453
input 95: successful attacks = 1, inputs = [['36']], input deviations = [['19.976772793071987']], output change = ['15.43428434828192'], times = [0.001186370849609375], max_time = 0.001186370849609375
input 96: successful attacks = 1, inputs = [['36']], input deviations = [['19.977721677796804']], output change = ['15.435017467530315'], times = [0.0012102127075195312], max_time = 0.0012102127075195312
input 97: successful attacks = 1, inputs = [['36']], input deviations = [['19.976090516333816']], output change = ['15.433757213429118'], times = [0.0012094974517822266], max_time = 0.0012094974517822266
input 98: successful attacks = 1, inputs = [['36']], input deviations = [['19.975986840182397']], output change = ['15.433677112042602'], times = [0.00116729736328125], max_time = 0.00116729736328125
input 99: successful attacks = 1, inputs = [['36']], input deviations = [['19.976744253138495']], output change = ['15.434262298001158'], times = [0.0012624263763427734], max_time = 0.0012624263763427734
input 100: successful attacks = 1, inputs = [['36']], input deviations = [['19.97654285098222']], output change = ['15.434106692379544'], times = [0.001157999038696289], max_time = 0.001157999038696289
input 101: successful attacks = 1, inputs = [['36']], input deviations = [['19.975983449959063']], output change = ['15.433674492717131'], times = [0.001191854476928711], max_time = 0.001191854476928711
input 102: successful attacks = 1, inputs = [['36']], input deviations = [['19.975792587684282']], output change = ['15.433527030329145'], times = [0.0011606216430664062], max_time = 0.0011606216430664062
input 103: successful attacks = 1, inputs = [['36']], input deviations = [['19.974946329923938']], output change = ['15.432873201853596'], times = [0.0012085437774658203], max_time = 0.0012085437774658203
input 104: successful attacks = 1, inputs = [['36']], input deviations = [['19.974802612434804']], output change = ['15.43276216406906'], times = [0.0011568069458007812], max_time = 0.0011568069458007812
input 105: successful attacks = 1, inputs = [['36']], input deviations = [['19.974710751511402']], output change = ['15.43269119126333'], times = [0.0011665821075439453], max_time = 0.0011665821075439453
input 106: successful attacks = 1, inputs = [['36']], input deviations = [['19.9733871618152']], output change = ['15.431668570645712'], times = [0.0011484622955322266], max_time = 0.0011484622955322266
input 107: successful attacks = 1, inputs = [['36']], input deviations = [['19.973874382343066']], output change = ['15.432045002827437'], times = [0.001153707504272461], max_time = 0.001153707504272461
input 108: successful attacks = 1, inputs = [['36']], input deviations = [['19.973633181011383']], output change = ['15.431858647905244'], times = [0.0011794567108154297], max_time = 0.0011794567108154297
input 109: successful attacks = 1, inputs = [['36']], input deviations = [['19.971936773863263']], output change = ['15.430547984237705'], times = [0.001177072525024414], max_time = 0.001177072525024414
input 110: successful attacks = 1, inputs = [['36']], input deviations = [['19.97192672998468']], output change = ['15.430540224221744'], times = [0.001192331314086914], max_time = 0.001192331314086914
input 111: successful attacks = 1, inputs = [['36']], input deviations = [['19.973283763155045']], output change = ['15.431588683651967'], times = [0.0011987686157226562], max_time = 0.0011987686157226562
input 112: successful attacks = 1, inputs = [['36']], input deviations = [['19.971934370921552']], output change = ['15.430546127697426'], times = [0.001220703125], max_time = 0.001220703125
input 113: successful attacks = 1, inputs = [['36']], input deviations = [['19.970894258070004']], output change = ['15.429742524549397'], times = [0.001177072525024414], max_time = 0.001177072525024414
input 114: successful attacks = 1, inputs = [['36']], input deviations = [['19.971664301078643']], output change = ['15.430337468631649'], times = [0.0011882781982421875], max_time = 0.0011882781982421875
input 115: successful attacks = 1, inputs = [['36']], input deviations = [['19.971283058546597']], output change = ['15.43004291626795'], times = [0.0011906623840332031], max_time = 0.0011906623840332031
input 116: successful attacks = 1, inputs = [['36']], input deviations = [['19.970898430755046']], output change = ['15.429745748413893'], times = [0.0011632442474365234], max_time = 0.0011632442474365234
input 117: successful attacks = 1, inputs = [['36']], input deviations = [['19.971778446473035']], output change = ['15.43042565867583'], times = [0.001210927963256836], max_time = 0.001210927963256836
input 118: successful attacks = 1, inputs = [['36']], input deviations = [['19.970603924285875']], output change = ['15.429518209329643'], times = [0.0011866092681884766], max_time = 0.0011866092681884766
input 119: successful attacks = 1, inputs = [['36']], input deviations = [['19.96945749290702']], output change = ['15.428632463264876'], times = [0.001216888427734375], max_time = 0.001216888427734375
input 120: successful attacks = 1, inputs = [['36']], input deviations = [['19.969132413880196']], output change = ['15.428381303470957'], times = [0.0011723041534423828], max_time = 0.0011723041534423828
input 121: successful attacks = 1, inputs = [['36']], input deviations = [['19.968381378928882']], output change = ['15.427801045232513'], times = [0.0011889934539794922], max_time = 0.0011889934539794922
input 122: successful attacks = 1, inputs = [['36']], input deviations = [['19.968577302504283']], output change = ['15.427952418039439'], times = [0.0011641979217529297], max_time = 0.0011641979217529297
input 123: successful attacks = 1, inputs = [['36']], input deviations = [['19.968402748067767']], output change = ['15.4278175552748'], times = [0.0012066364288330078], max_time = 0.0012066364288330078
input 124: successful attacks = 1, inputs = [['36']], input deviations = [['19.968264826511977']], output change = ['15.427710995494948'], times = [0.0011987686157226562], max_time = 0.0011987686157226562
input 125: successful attacks = 1, inputs = [['36']], input deviations = [['19.968610924149193']], output change = ['15.42797839450887'], times = [0.0012047290802001953], max_time = 0.0012047290802001953
input 126: successful attacks = 1, inputs = [['36']], input deviations = [['19.968067650959814']], output change = ['15.427558655396325'], times = [0.0012173652648925781], max_time = 0.0012173652648925781
input 127: successful attacks = 1, inputs = [['36']], input deviations = [['19.967907093182568']], output change = ['15.42743460661157'], times = [0.0012042522430419922], max_time = 0.0012042522430419922
input 128: successful attacks = 1, inputs = [['36']], input deviations = [['19.966881178058312']], output change = ['15.426641972790776'], times = [0.0012187957763671875], max_time = 0.0012187957763671875
input 129: successful attacks = 1, inputs = [['36']], input deviations = [['19.966659000294044']], output change = ['15.426470315695724'], times = [0.001168966293334961], max_time = 0.001168966293334961
input 130: successful attacks = 1, inputs = [['36']], input deviations = [['19.96623369861557']], output change = ['15.426141722728858'], times = [0.001180887222290039], max_time = 0.001180887222290039
input 131: successful attacks = 1, inputs = [['36']], input deviations = [['19.976078421930925']], output change = ['15.433747869154558'], times = [0.00119781494140625], max_time = 0.00119781494140625
input 132: successful attacks = 1, inputs = [['36']], input deviations = [['19.975838068328564']], output change = ['15.433562169197785'], times = [0.0012252330780029297], max_time = 0.0012252330780029297
input 133: successful attacks = 1, inputs = [['36']], input deviations = [['19.975669837741773']], output change = ['15.43343219231221'], times = [0.0011489391326904297], max_time = 0.0011489391326904297
input 134: successful attacks = 1, inputs = [['36']], input deviations = [['19.975740863149408']], output change = ['15.433487067358783'], times = [0.0011782646179199219], max_time = 0.0011782646179199219
input 135: successful attacks = 1, inputs = [['36']], input deviations = [['19.975474342545088']], output change = ['15.433281150475437'], times = [0.0012021064758300781], max_time = 0.0012021064758300781
input 136: successful attacks = 1, inputs = [['36']], input deviations = [['19.975985137943226']], output change = ['15.433675796873104'], times = [0.001203775405883789], max_time = 0.001203775405883789
input 137: successful attacks = 1, inputs = [['36']], input deviations = [['19.97598374907861']], output change = ['15.433674723820445'], times = [0.0011816024780273438], max_time = 0.0011816024780273438
input 138: successful attacks = 4, inputs = [['36'], ['39'], ['45'], ['62']], input deviations = [['19.975567737575815'], ['19.861265870316174'], ['7.872805962390757'], ['12.735150258533876']], output change = ['15.433353308550068', '14.974511024080243', '12.02114757400247', '12.613268263059837'], times = [0.001216888427734375, 0.0015795230865478516, 0.0015103816986083984, 0.0016453266143798828], max_time = 0.0016453266143798828
input 139: successful attacks = 2, inputs = [['36'], ['52']], input deviations = [['19.976313991299968'], ['19.96861676234521']], output change = ['15.433929872757602', '11.573199793186973'], times = [0.0012087821960449219, 0.0013897418975830078], max_time = 0.0013897418975830078
input 140: successful attacks = 4, inputs = [['36'], ['39'], ['45'], ['62']], input deviations = [['19.975629158123727'], ['17.7164131352595'], ['7.022372566475241'], ['11.359157534757635']], output change = ['15.433400762771413', '13.357387466304374', '10.722603522110603', '10.471027111998211'], times = [0.0011527538299560547, 0.0015437602996826172, 0.001512289047241211, 0.002079010009765625], max_time = 0.002079010009765625
input 141: successful attacks = 1, inputs = [['36']], input deviations = [['19.975836537053766']], output change = ['15.433560986117328'], times = [0.0011637210845947266], max_time = 0.0011637210845947266
input 142: successful attacks = 2, inputs = [['36'], ['67']], input deviations = [['19.97623512444376'], ['19.84899183113465']], output change = ['15.433868939317705', '10.147398897579762'], times = [0.0011980533599853516, 0.0015590190887451172], max_time = 0.0015590190887451172
input 143: successful attacks = 4, inputs = [['36'], ['39'], ['45'], ['62']], input deviations = [['19.97567670577419'], ['17.566506336071853'], ['6.962938882100374'], ['11.262603562171627']], output change = ['15.433437498633026', '13.244364407669735', '10.631853020427997', '13.408965533732157'], times = [0.0011653900146484375, 0.0015549659729003906, 0.002359628677368164, 0.004549264907836914], max_time = 0.004549264907836914
input 144: successful attacks = 1, inputs = [['36']], input deviations = [['19.973670223152162']], output change = ['15.431887267089166'], times = [0.0012128353118896484], max_time = 0.0012128353118896484
input 145: successful attacks = 1, inputs = [['36']], input deviations = [['19.975134152464403']], output change = ['15.433018315707784'], times = [0.0012009143829345703], max_time = 0.0012009143829345703
input 146: successful attacks = 1, inputs = [['36']], input deviations = [['19.975808736757916']], output change = ['15.433539507289112'], times = [0.001188039779663086], max_time = 0.001188039779663086
input 147: successful attacks = 1, inputs = [['36']], input deviations = [['19.9752792342035']], output change = ['15.433130407527528'], times = [0.0011506080627441406], max_time = 0.0011506080627441406
input 148: successful attacks = 1, inputs = [['36']], input deviations = [['19.97463260259812']], output change = ['15.43263081251439'], times = [0.0013158321380615234], max_time = 0.0013158321380615234
input 149: successful attacks = 1, inputs = [['36']], input deviations = [['19.975029091954276']], output change = ['15.432937144749701'], times = [0.0012514591217041016], max_time = 0.0012514591217041016
input 150: successful attacks = 3, inputs = [['36'], ['39'], ['45']], input deviations = [['19.97454897078375'], ['13.764606301248705'], ['5.450894965572569']], output change = ['15.432566197613085', '17.127355469284254', '10.038236768581271'], times = [0.001177072525024414, 0.004379987716674805, 0.0015230178833007812], max_time = 0.004379987716674805
input 151: successful attacks = 1, inputs = [['36']], input deviations = [['19.97395268140219']], output change = ['15.432105497580892'], times = [0.0011534690856933594], max_time = 0.0011534690856933594
input 152: successful attacks = 1, inputs = [['36']], input deviations = [['19.974787500174045']], output change = ['15.432750488162469'], times = [0.001168966293334961], max_time = 0.001168966293334961
input 153: successful attacks = 1, inputs = [['36']], input deviations = [['19.974471422297437']], output change = ['15.432506282760755'], times = [0.0011899471282958984], max_time = 0.0011899471282958984
input 154: successful attacks = 1, inputs = [['36']], input deviations = [['19.97465297414275']], output change = ['15.432646551803941'], times = [0.0011932849884033203], max_time = 0.0011932849884033203
input 155: successful attacks = 1, inputs = [['36']], input deviations = [['19.974581449022203']], output change = ['15.432591290673429'], times = [0.001180887222290039], max_time = 0.001180887222290039
input 156: successful attacks = 1, inputs = [['36']], input deviations = [['19.975075914218543']], output change = ['15.432973320169424'], times = [0.0011556148529052734], max_time = 0.0011556148529052734
input 157: successful attacks = 1, inputs = [['36']], input deviations = [['19.974748917861902']], output change = ['15.432720679024442'], times = [0.0011792182922363281], max_time = 0.0011792182922363281
input 158: successful attacks = 1, inputs = [['36']], input deviations = [['19.974635139813156']], output change = ['15.432632772795898'], times = [0.0011456012725830078], max_time = 0.0011456012725830078
input 159: successful attacks = 1, inputs = [['36']], input deviations = [['19.974293277276125']], output change = ['15.432368645869133'], times = [0.001207590103149414], max_time = 0.001207590103149414
input 160: successful attacks = 1, inputs = [['36']], input deviations = [['19.974125841171084']], output change = ['15.432239282809235'], times = [0.0011868476867675781], max_time = 0.0011868476867675781
input 161: successful attacks = 1, inputs = [['36']], input deviations = [['19.97490362250221']], output change = ['15.4328402056083'], times = [0.0011653900146484375], max_time = 0.0011653900146484375
input 162: successful attacks = 1, inputs = [['36']], input deviations = [['19.973824043276636']], output change = ['15.432006110285926'], times = [0.0012154579162597656], max_time = 0.0012154579162597656
input 163: successful attacks = 1, inputs = [['36']], input deviations = [['19.974250686311116']], output change = ['15.432335739599807'], times = [0.001188516616821289], max_time = 0.001188516616821289
input 164: successful attacks = 1, inputs = [['36']], input deviations = [['19.974703052057656']], output change = ['15.432685242576838'], times = [0.0011734962463378906], max_time = 0.0011734962463378906
input 165: successful attacks = 1, inputs = [['36']], input deviations = [['19.973716682432233']], output change = ['15.431923162063299'], times = [0.0011518001556396484], max_time = 0.0011518001556396484
input 166: successful attacks = 1, inputs = [['36']], input deviations = [['19.973613584326117']], output change = ['15.431843507281002'], times = [0.001184701919555664], max_time = 0.001184701919555664
input 167: successful attacks = 1, inputs = [['36']], input deviations = [['19.973664788041102']], output change = ['15.431883067859928'], times = [0.0012059211730957031], max_time = 0.0012059211730957031
input 168: successful attacks = 1, inputs = [['36']], input deviations = [['19.973881844034874']], output change = ['15.432050767816435'], times = [0.001180887222290039], max_time = 0.001180887222290039
input 169: successful attacks = 1, inputs = [['36']], input deviations = [['19.97365394583253']], output change = ['15.431874691044925'], times = [0.0011453628540039062], max_time = 0.0011453628540039062
input 170: successful attacks = 1, inputs = [['36']], input deviations = [['19.97520721116089']], output change = ['15.433074761696645'], times = [0.0011701583862304688], max_time = 0.0011701583862304688
input 171: successful attacks = 1, inputs = [['36']], input deviations = [['19.974466273603383']], output change = ['15.432502304820588'], times = [0.0011744499206542969], max_time = 0.0011744499206542969
input 172: successful attacks = 1, inputs = [['36']], input deviations = [['19.97481603572431']], output change = ['15.432772535056756'], times = [0.0012140274047851562], max_time = 0.0012140274047851562
input 173: successful attacks = 1, inputs = [['36']], input deviations = [['19.97499838805556']], output change = ['15.432913422564468'], times = [0.0011882781982421875], max_time = 0.0011882781982421875
input 174: successful attacks = 1, inputs = [['36']], input deviations = [['19.974925802455076']], output change = ['15.432857342094906'], times = [0.0011563301086425781], max_time = 0.0011563301086425781
input 175: successful attacks = 1, inputs = [['36']], input deviations = [['19.97475814637439']], output change = ['15.432727809079239'], times = [0.0011801719665527344], max_time = 0.0011801719665527344
input 176: successful attacks = 1, inputs = [['36']], input deviations = [['19.97508260076343']], output change = ['15.432978486270827'], times = [0.001184701919555664], max_time = 0.001184701919555664
input 177: successful attacks = 1, inputs = [['36']], input deviations = [['19.974976540365226']], output change = ['15.43289654278766'], times = [0.0011878013610839844], max_time = 0.0011878013610839844
input 178: successful attacks = 1, inputs = [['36']], input deviations = [['19.973925468752082']], output change = ['15.432084472774477'], times = [0.0011525154113769531], max_time = 0.0011525154113769531
input 179: successful attacks = 1, inputs = [['36']], input deviations = [['19.97506014841751']], output change = ['15.43296113933016'], times = [0.0011792182922363281], max_time = 0.0011792182922363281
input 180: successful attacks = 1, inputs = [['36']], input deviations = [['19.975537271562306']], output change = ['15.433329770157684'], times = [0.0011720657348632812], max_time = 0.0011720657348632812
input 181: successful attacks = 1, inputs = [['36']], input deviations = [['19.97396962745648']], output change = ['15.432118590297222'], times = [0.0011925697326660156], max_time = 0.0011925697326660156
input 182: successful attacks = 1, inputs = [['36']], input deviations = [['19.973342610580204']], output change = ['15.431634149849202'], times = [0.0012059211730957031], max_time = 0.0012059211730957031
input 183: successful attacks = 1, inputs = [['36']], input deviations = [['19.973536342587998']], output change = ['15.431783829425967'], times = [0.0011878013610839844], max_time = 0.0011878013610839844
input 184: successful attacks = 1, inputs = [['36']], input deviations = [['19.972915395515393']], output change = ['15.431304078578336'], times = [0.001203775405883789], max_time = 0.001203775405883789
input 185: successful attacks = 1, inputs = [['36']], input deviations = [['19.97320544226631']], output change = ['15.43152817203287'], times = [0.0012211799621582031], max_time = 0.0012211799621582031
input 186: successful attacks = 1, inputs = [['36']], input deviations = [['19.974639119440006']], output change = ['15.432635847501246'], times = [0.0011854171752929688], max_time = 0.0011854171752929688
input 187: successful attacks = 1, inputs = [['36']], input deviations = [['19.973314925109513']], output change = ['15.431612759736396'], times = [0.0011832714080810547], max_time = 0.0011832714080810547
input 188: successful attacks = 1, inputs = [['36']], input deviations = [['19.973266682151475']], output change = ['15.431575486672273'], times = [0.0011723041534423828], max_time = 0.0011723041534423828
input 189: successful attacks = 1, inputs = [['36']], input deviations = [['19.97390136313154']], output change = ['15.43206584849483'], times = [0.0011975765228271484], max_time = 0.0011975765228271484
input 190: successful attacks = 1, inputs = [['36']], input deviations = [['19.973414225066787']], output change = ['15.431689480025057'], times = [0.0011801719665527344], max_time = 0.0011801719665527344
input 191: successful attacks = 1, inputs = [['36']], input deviations = [['19.973704877489517']], output change = ['15.431914041428712'], times = [0.0012221336364746094], max_time = 0.0012221336364746094
input 192: successful attacks = 1, inputs = [['36']], input deviations = [['19.973987617508236']], output change = ['15.432132489618056'], times = [0.0011930465698242188], max_time = 0.0011930465698242188
input 193: successful attacks = 1, inputs = [['36']], input deviations = [['19.97269772401003']], output change = ['15.431135903070498'], times = [0.0012226104736328125], max_time = 0.0012226104736328125
input 194: successful attacks = 1, inputs = [['36']], input deviations = [['19.97307767017234']], output change = ['15.431429453844032'], times = [0.001184225082397461], max_time = 0.001184225082397461
input 195: successful attacks = 1, inputs = [['36']], input deviations = [['19.973443442040498']], output change = ['15.431712053394875'], times = [0.0012063980102539062], max_time = 0.0012063980102539062
input 196: successful attacks = 1, inputs = [['36']], input deviations = [['19.97142427884424']], output change = ['15.430152024693626'], times = [0.0011653900146484375], max_time = 0.0011653900146484375
input 197: successful attacks = 1, inputs = [['36']], input deviations = [['19.970927704248197']], output change = ['15.42976836545111'], times = [0.0012035369873046875], max_time = 0.0012035369873046875
input 198: successful attacks = 1, inputs = [['36']], input deviations = [['19.971447168753702']], output change = ['15.43016970970092'], times = [0.0011858940124511719], max_time = 0.0011858940124511719
input 199: successful attacks = 1, inputs = [['36']], input deviations = [['19.971320752286346']], output change = ['15.430072038884731'], times = [0.0011632442474365234], max_time = 0.0011632442474365234
input 200: successful attacks = 1, inputs = [['36']], input deviations = [['19.97126330519548']], output change = ['15.430027654601702'], times = [0.0012087821960449219], max_time = 0.0012087821960449219
input 201: successful attacks = 1, inputs = [['36']], input deviations = [['19.97180505475317']], output change = ['15.430446216538826'], times = [0.0011539459228515625], max_time = 0.0011539459228515625
